OG	n_genes	n_sepecies	1841596_4	2012493_3	2026747_106	2026747_11	2026747_12	2026747_123	2026747_124	2026747_147	2026747_149	2026747_155	2026747_166	2026747_167	2026747_168	2026747_169	2026747_172	2026747_173	2026747_174	2026747_179	2026747_182	2026747_189	2026747_193	2026747_195	2026747_196	2026747_22	2026747_25	2026747_3	2026747_36	2026747_41	2026747_43	2026747_59	2026747_65	2026747_66	2026747_7	2876572_6	2876573_6
7355	35	35	MEHH01000013_16	NJBF01000010_43	JAGLRO010000038_24	RDOD01000004_59	RDOB01000007_92	BPTN01000029_19	BPTO01000002_34	JAMOVR010000318_7	JALSYK010000340_11	JAHQWT010000023_162	JAUWJS010000112_6	JAUWEG010000022_3	JAUWPI010000069_3	JAUWKS010000021_24	DAOVPS010000019_18	DAOWEK010000003_47	DAOWED010000003_10	DAOVER010000021_37	DAOVHD010000002_30	WAKA01000095_12	JAYNJJ010000037_9	JAYPOQ010000002_158	JAYPQJ010000001_901	JAEOTE010000070_1	JABCTZ010000007_162	PBWW01000049_23	DXJV01000084_110	DXJL01000056_18	JAHLWR010000001_248	JAIZWM010000001_197	JAAFKH010000078_10	JAAFKI010000182_8	SOJV01000119_2	CP084167_1508	CP084166_1414
7356	35	35	MEHH01000003_38	NJBF01000002_24	JAGLRO010000010_26	RDOD01000031_23	RDOB01000004_221	BPTN01000065_9	BPTO01000052_3	JAMOVR010000006_4	JALSYK010000401_2	JAHQWT010000050_17	JAUWJS010000004_42	JAUWEG010000001_26	JAUWPI010000017_5	JAUWKS010000017_12	DAOVPS010000055_13	DAOWEK010000023_63	DAOWED010000046_10	DAOVER010000005_109	DAOVHD010000010_14	WAKA01000097_12	JAYNJJ010000038_4	JAYPOQ010000007_19	JAYPQJ010000001_1515	JAEOTE010000101_5	JABCTZ010000036_2	PBWW01000059_1	DXJV01000019_44	DXJL01000144_2	JAHLWR010000032_10	JAIZWM010000003_331	JAAFKH010000425_3	JAAFKI010000014_35	SOJV01000052_8	CP084167_1714	CP084166_1610
7357	35	34	MEHH01000015_23	NJBF01000010_32	JAGLRO010000003_59	RDOD01000001_304	RDOB01000007_81	BPTN01000001_39	BPTO01000003_13	JAMOVR010000066_9	JALSYK010000303_1	JAHQWT010000036_71		JAUWEG010000017_34	JAUWPI010000022_18	JAUWKS010000002_93	DAOVPS010000159_4	DAOWEK010000066_70	DAOWED010000089_12	DAOVER010000004_46	DAOVHD010000025_1	WAKA01000097_13	JAYNJJ010000066_11	JAYPOQ010000007_32	JAYPQJ010000001_1502	JAEOTE010000090_77	JABCTZ010000019_42	PBWW01000059_14,PBWW01000001_9	DXJV01000073_53	DXJL01000056_29	JAHLWR010000006_74	JAIZWM010000001_392	JAAFKH010000265_2	JAAFKI010000010_11	SOJV01000218_17	CP084167_2084	CP084166_1929
7358	35	35	MEHH01000003_37	NJBF01000002_26	JAGLRO010000010_25	RDOD01000026_14	RDOB01000004_223	BPTN01000065_10	BPTO01000052_2	JAMOVR010000071_12	JALSYK010000303_12	JAHQWT010000050_18	JAUWJS010000004_43	JAUWEG010000001_25	JAUWPI010000017_4	JAUWKS010000013_17	DAOVPS010000116_10	DAOWEK010000023_64	DAOWED010000076_2	DAOVER010000005_110	DAOVHD010000010_13	WAKA01000097_24	JAYNJJ010000066_6	JAYPOQ010000007_27	JAYPQJ010000001_1507	JAEOTE010000101_6	JABCTZ010000006_23	PBWW01000059_9	DXJV01000079_36	DXJL01000028_2	JAHLWR010000032_11	JAIZWM010000006_35	JAAFKH010000425_2	JAAFKI010000014_34	SOJV01000045_37	CP084167_1673	CP084166_1566
7359	35	35	MEHH01000132_4	NJBF01000001_57	JAGLRO010000032_16	RDOD01000005_134	RDOB01000001_87	BPTN01000011_18	BPTO01000070_9	JAMOVR010000201_19	JALSYK010000564_3	JAHQWT010000023_71	JAUWJS010000005_19	JAUWEG010000001_110	JAUWPI010000005_9	JAUWKS010000066_12	DAOVPS010000001_37	DAOWEK010000008_20	DAOWED010000181_23	DAOVER010000005_18	DAOVHD010000004_22	WAKA01000091_16	JAYNJJ010000101_7	JAYPOQ010000001_241	JAYPQJ010000001_1004	JAEOTE010000072_34	JABCTZ010000022_127	PBWW01000021_26	DXJV01000084_21	DXJL01000113_65	JAHLWR010000022_41	JAIZWM010000001_107	JAAFKH010000426_7	JAAFKI010000059_5	SOJV01000091_42	CP084167_1599	CP084166_1499
7360	35	35	MEHH01000008_9	NJBF01000001_110	JAGLRO010000001_10	RDOD01000006_93	RDOB01000001_128	BPTN01000041_11	BPTO01000166_6	JAMOVR010000006_6	JALSYK010000165_10	JAHQWT010000023_15	JAUWJS010000004_12	JAUWEG010000001_56	JAUWPI010000074_17	JAUWKS010000014_11	DAOVPS010000193_6	DAOWEK010000023_31	DAOWED010000072_2	DAOVER010000005_73	DAOVHD010000029_10	WAKA01000060_34	JAYNJJ010000257_3	JAYPOQ010000006_62	JAYPQJ010000001_1417	JAEOTE010000140_1	JABCTZ010000003_122	PBWW01000025_26	DXJV01000078_3	DXJL01000113_105	JAHLWR010000037_5	JAIZWM010000006_359	JAAFKH010000290_11	JAAFKI010000014_65	SOJV01000242_27	CP084167_1640	CP084166_1539
7361	35	35	MEHH01000007_2	NJBF01000005_57	JAGLRO010000064_17	RDOD01000002_33	RDOB01000004_350	BPTN01000004_38	BPTO01000033_10	JAMOVR010000161_5	JALSYK010000181_4	JAHQWT010000050_157	JAUWJS010000001_20	JAUWEG010000010_7	JAUWPI010000099_7	JAUWKS010000028_9	DAOVPS010000033_6	DAOWEK010000020_34	DAOWED010000165_2	DAOVER010000014_33	DAOVHD010000001_5	WAKA01000148_22	JAYNJJ010000095_4	JAYPOQ010000013_19	JAYPQJ010000001_108	JAEOTE010000039_17	JABCTZ010000032_259	PBWW01000048_4	DXJV01000095_52	DXJL01000066_61	JAHLWR010000005_105	JAIZWM010000003_255	JAAFKH010000280_6	JAAFKI010000175_100	SOJV01000196_12	CP084167_1742	CP084166_1634
7362	35	34	MEHH01000008_10	NJBF01000001_109	JAGLRO010000001_11	RDOD01000006_92	RDOB01000001_127	BPTN01000041_10	BPTO01000166_7	JAMOVR010000006_5	JALSYK010000651_2,JALSYK010000165_11	JAHQWT010000023_14	JAUWJS010000004_13	JAUWEG010000001_55	JAUWPI010000074_16	JAUWKS010000014_12	DAOVPS010000193_5	DAOWEK010000023_32		DAOVER010000005_72	DAOVHD010000029_11	WAKA01000060_33	JAYNJJ010000257_2	JAYPOQ010000006_63	JAYPQJ010000001_1418	JAEOTE010000140_2	JABCTZ010000003_123	PBWW01000025_27	DXJV01000078_4	DXJL01000113_104	JAHLWR010000037_4	JAIZWM010000006_358	JAAFKH010000290_10	JAAFKI010000014_64	SOJV01000242_26	CP084167_1641	CP084166_1540
7363	35	35	MEHH01000057_4	NJBF01000001_94	JAGLRO010000138_3	RDOD01000001_57	RDOB01000001_111	BPTN01000008_4	BPTO01000046_9	JAMOVR010000006_15	JALSYK010000695_21	JAHQWT010000050_235	JAUWJS010000107_7	JAUWEG010000015_10	JAUWPI010000150_5	JAUWKS010000002_41	DAOVPS010000005_20	DAOWEK010000036_17	DAOWED010000169_15	DAOVER010000006_55	DAOVHD010000003_7	WAKA01000207_52	JAYNJJ010000002_19	JAYPOQ010000006_65	JAYPQJ010000001_1421	JAEOTE010000067_22	JABCTZ010000019_93	PBWW01000025_29	DXJV01000036_10	DXJL01000113_89	JAHLWR010000005_171	JAIZWM010000001_640	JAAFKH010000177_4	JAAFKI010000150_5	SOJV01000147_14	CP084167_1975	CP084166_1688
7364	35	34	MEHH01000007_5	NJBF01000005_54		RDOD01000002_36	RDOB01000004_347	BPTN01000004_35	BPTO01000033_7	JAMOVR010000161_8	JALSYK010000181_7,JALSYK010000169_1	JAHQWT010000050_160	JAUWJS010000001_17	JAUWEG010000010_10	JAUWPI010000099_10	JAUWKS010000028_6	DAOVPS010000033_9	DAOWEK010000020_31	DAOWED010000109_3	DAOVER010000014_30	DAOVHD010000001_2	WAKA01000148_19	JAYNJJ010000126_1	JAYPOQ010000013_16	JAYPQJ010000001_105	JAEOTE010000039_20	JABCTZ010000032_256	PBWW01000048_7	DXJV01000095_55	DXJL01000066_64	JAHLWR010000005_108	JAIZWM010000003_252	JAAFKH010000413_6	JAAFKI010000175_103	SOJV01000196_15	CP084167_1745	CP084166_1637
7365	35	27			JAGLRO010000088_2,JAGLRO010000251_4	RDOD01000001_86		BPTN01000066_10,BPTN01000438_2	BPTO01000250_3	JAMOVR010000048_6	JALSYK010000205_9	JAHQWT010000043_7	JAUWJS010000007_8	JAUWEG010000012_10,JAUWEG010000161_5	JAUWPI010000109_6,JAUWPI010000032_15	JAUWKS010000043_10		DAOWEK010000071_11		DAOVER010000001_83,DAOVER010000007_58	DAOVHD010000059_4	WAKA01000096_3	JAYNJJ010000077_7	JAYPOQ010000003_63	JAYPQJ010000001_462	JAEOTE010000108_29	JABCTZ010000017_9	PBWW01000018_7	DXJV01000100_34		JAHLWR010000003_184	JAIZWM010000001_584	JAAFKH010000053_3,JAAFKH010000430_9	JAAFKI010000051_18,JAAFKI010000045_74			CP084166_2647,CP084166_2652
7366	35	34	MEHH01000013_22	NJBF01000001_53	JAGLRO010000038_18	RDOD01000004_65	RDOB01000001_83	BPTN01000029_13	BPTO01000002_39	JAMOVR010000354_7	JALSYK010000085_4	JAHQWT010000023_168	JAUWJS010000112_12	JAUWEG010000022_9	JAUWPI010000069_10	JAUWKS010000021_30	DAOVPS010000019_13	DAOWEK010000003_53	DAOWED010000171_2	DAOVER010000021_31	DAOVHD010000176_3,DAOVHD010000002_24	WAKA01000015_13	JAYNJJ010000070_2	JAYPOQ010000002_166	JAYPQJ010000001_909	JAEOTE010000070_7	JABCTZ010000007_155	PBWW01000049_15	DXJV01000084_115	DXJL01000113_61	JAHLWR010000001_242	JAIZWM010000001_202	JAAFKH010000078_16	JAAFKI010000182_14		CP084167_1512	CP084166_1417
7367	35	35	MEHH01000013_19	NJBF01000038_16	JAGLRO010000038_21	RDOD01000005_15	RDOB01000004_195	BPTN01000029_16	BPTO01000002_37	JAMOVR010000318_18	JALSYK010000340_8	JAHQWT010000023_165	JAUWJS010000112_9	JAUWEG010000022_6	JAUWPI010000069_6	JAUWKS010000036_16	DAOVPS010000010_19	DAOWEK010000003_50	DAOWED010000171_4	DAOVER010000021_34	DAOVHD010000002_27	WAKA01000095_9	JAYNJJ010000037_4	JAYPOQ010000002_162	JAYPQJ010000001_905	JAEOTE010000070_4	JABCTZ010000032_45	PBWW01000049_19	DXJV01000075_9	DXJL01000090_17	JAHLWR010000001_245	JAIZWM010000003_49	JAAFKH010000078_13	JAAFKI010000182_11	SOJV01000002_7	CP084167_1515	CP084166_1420
7368	35	35	MEHH01000003_26	NJBF01000005_52	JAGLRO010000010_15	RDOD01000015_45	RDOB01000004_344	BPTN01000012_9	BPTO01000384_2	JAMOVR010000273_11	JALSYK010000597_3	JAHQWT010000050_29	JAUWJS010000004_55	JAUWEG010000001_15	JAUWPI010000013_32	JAUWKS010000031_10	DAOVPS010000095_3	DAOWEK010000023_74	DAOWED010000067_4	DAOVER010000053_12	DAOVHD010000010_3	WAKA01000156_11	JAYNJJ010000109_1	JAYPOQ010000006_15	JAYPQJ010000001_1370	JAEOTE010000101_16	JABCTZ010000046_239	PBWW01000061_9	DXJV01000052_2	DXJL01000066_66	JAHLWR010000032_20	JAIZWM010000005_55	JAAFKH010000385_10	JAAFKI010000014_23	SOJV01000080_5	CP084167_1690	CP084166_1586
7369	35	35	MEHH01000040_7	NJBF01000005_46	JAGLRO010000046_52	RDOD01000026_18	RDOB01000004_339	BPTN01000045_12	BPTO01000005_21	JAMOVR010000158_5	JALSYK010000291_4	JAHQWT010000050_112	JAUWJS010000001_62	JAUWEG010000005_30	JAUWPI010000141_4	JAUWKS010000013_13	DAOVPS010000116_7	DAOWEK010000060_12	DAOWED010000070_4	DAOVER010000017_7	DAOVHD010000015_4	WAKA01000009_25	JAYNJJ010000002_6	JAYPOQ010000006_78	JAYPQJ010000001_1434	JAEOTE010000161_29	JABCTZ010000006_19	PBWW01000025_42	DXJV01000079_33	DXJL01000066_72	JAHLWR010000005_65	JAIZWM010000006_38	JAAFKH010000036_2	JAAFKI010000175_59	SOJV01000045_40	CP084167_1967	CP084166_1696
7370	35	30		NJBF01000019_58	JAGLRO010000013_12	RDOD01000011_31,RDOD01000004_119	RDOB01000002_337	BPTN01000092_10	BPTO01000204_2			JAHQWT010000015_162	JAUWJS010000023_12	JAUWEG010000059_16	JAUWPI010000075_12	JAUWKS010000025_15,JAUWKS010000004_43	DAOVPS010000096_6,DAOVPS010000118_6	DAOWEK010000069_3	DAOWED010000026_8	DAOVER010000035_10	DAOVHD010000020_11	WAKA01000190_20		JAYPOQ010000001_288	JAYPQJ010000001_954		JABCTZ010000046_190	PBWW01000017_18	DXJV01000001_15,DXJV01000084_166	DXJL01000104_40	JAHLWR010000011_35	JAIZWM010000005_92,JAIZWM010000001_249	JAAFKH010000191_2	JAAFKI010000121_25	SOJV01000185_23	CP084167_1019	CP084166_940
7371	35	35	MEHH01000067_11	NJBF01000001_186	JAGLRO010000054_21	RDOD01000005_121	RDOB01000001_197	BPTN01000047_11	BPTO01000024_8	JAMOVR010000172_24	JALSYK010000695_13	JAHQWT010000033_40	JAUWJS010000051_10	JAUWEG010000201_2	JAUWPI010000054_5	JAUWKS010000067_13	DAOVPS010000001_26	DAOWEK010000039_64	DAOWED010000063_13	DAOVER010000010_35	DAOVHD010000031_1	WAKA01000207_44	JAYNJJ010000014_6	JAYPOQ010000017_6	JAYPQJ010000001_144	JAEOTE010000089_4	JABCTZ010000037_14	PBWW01000011_15	DXJV01000084_10	DXJL01000174_48	JAHLWR010000002_195	JAIZWM010000001_96	JAAFKH010000200_4	JAAFKI010000022_14	SOJV01000024_21	CP084167_2187	CP084166_2029
7372	35	35	MEHH01000174_8	NJBF01000001_60	JAGLRO010000178_6	RDOD01000022_40	RDOB01000001_90	BPTN01000186_2	BPTO01000017_19	JAMOVR010000374_15	JALSYK010000086_5	JAHQWT010000004_9	JAUWJS010000053_2	JAUWEG010000016_9	JAUWPI010000085_10	JAUWKS010000005_16	DAOVPS010000125_7	DAOWEK010000013_10	DAOWED010000021_6	DAOVER010000001_10	DAOVHD010000053_5	WAKA01000131_21	JAYNJJ010000155_1	JAYPOQ010000001_208	JAYPQJ010000001_1037	JAEOTE010000056_12	JABCTZ010000036_252	PBWW01000040_10	DXJV01000005_8	DXJL01000113_68	JAHLWR010000018_43	JAIZWM010000002_47	JAAFKH010000135_7	JAAFKI010000045_158	SOJV01000237_41	CP084167_1280	CP084166_1189
7373	35	35	MEHH01000018_14	NJBF01000001_161	JAGLRO010000064_4	RDOD01000002_191	RDOB01000001_176	BPTN01000010_20	BPTO01000033_23	JAMOVR010000323_4	JALSYK010000615_6	JAHQWT010000050_143	JAUWJS010000001_34	JAUWEG010000087_1	JAUWPI010000113_9	JAUWKS010000027_8	DAOVPS010000058_3	DAOWEK010000020_47	DAOWED010000072_11	DAOVER010000014_49	DAOVHD010000001_18	WAKA01000219_52	JAYNJJ010000003_12	JAYPOQ010000008_10	JAYPQJ010000001_77	JAEOTE010000039_4	JABCTZ010000032_98	PBWW01000027_10	DXJV01000029_70	DXJL01000174_22	JAHLWR010000005_92	JAIZWM010000003_127	JAAFKH010000432_4	JAAFKI010000175_87	SOJV01000054_9	CP084167_1748	CP084166_1642
7374	35	34	MEHH01000089_9	NJBF01000010_42	JAGLRO010000009_1	RDOD01000049_6	RDOB01000007_91	BPTN01000115_4	BPTO01000009_14	JAMOVR010000231_4	JALSYK010000392_1	JAHQWT010000005_25	JAUWJS010000022_5	JAUWEG010000002_49	JAUWPI010000008_8	JAUWKS010000045_14	DAOVPS010000111_1	DAOWEK010000016_127	DAOWED010000089_26	DAOVER010000008_35	DAOVHD010000071_10	WAKA01000032_10		JAYPOQ010000007_71	JAYPQJ010000001_1462,JAYPQJ010000021_4	JAEOTE010000143_6	JABCTZ010000032_77	PBWW01000025_69	DXJV01000029_91	DXJL01000056_19	JAHLWR010000001_192	JAIZWM010000003_106	JAAFKH010000047_4	JAAFKI010000182_64	SOJV01000070_4	CP084167_1448	CP084166_1353
7375	35	35	MEHH01000088_11	NJBF01000005_106	JAGLRO010000124_10	RDOD01000007_36	RDOB01000004_288	BPTN01000035_5	BPTO01000001_57	JAMOVR010000102_13	JALSYK010000549_3	JAHQWT010000050_242	JAUWJS010000156_5	JAUWEG010000015_17	JAUWPI010000029_5	JAUWKS010000003_38	DAOVPS010000064_10	DAOWEK010000036_10	DAOWED010000078_12	DAOVER010000006_48	DAOVHD010000022_13	WAKA01000061_25	JAYNJJ010000023_5	JAYPOQ010000002_110	JAYPQJ010000001_852	JAEOTE010000173_9	JABCTZ010000036_55	PBWW01000026_33	DXJV01000082_54	DXJL01000066_11	JAHLWR010000036_15	JAIZWM010000003_377	JAAFKH010000166_4	JAAFKI010000150_12	SOJV01000138_14	CP084167_1831	CP084166_1806
7376	35	35	MEHH01000008_12	NJBF01000005_27	JAGLRO010000001_13	RDOD01000008_48	RDOB01000004_318	BPTN01000050_3	BPTO01000179_4	JAMOVR010000053_15	JALSYK010000304_6	JAHQWT010000023_12	JAUWJS010000004_15	JAUWEG010000001_53	JAUWPI010000136_6	JAUWKS010000039_31	DAOVPS010000029_13	DAOWEK010000023_34	DAOWED010000042_14	DAOVER010000005_80	DAOVHD010000029_13	WAKA01000134_8	JAYNJJ010000048_2	JAYPOQ010000014_4	JAYPQJ010000001_176	JAEOTE010000038_1	JABCTZ010000012_82	PBWW01000022_10	DXJV01000087_34	DXJL01000058_14	JAHLWR010000037_12	JAIZWM010000006_114	JAAFKH010000290_8	JAAFKI010000014_62	SOJV01000051_25	CP084167_1651	CP084166_1545
7377	35	35	MEHH01000114_2	NJBF01000001_23	JAGLRO010000015_8	RDOD01000008_29	RDOB01000001_56	BPTN01000006_12	BPTO01000001_44	JAMOVR010000066_2	JALSYK010000293_4	JAHQWT010000001_7	JAUWJS010000094_5	JAUWEG010000015_34	JAUWPI010000108_6	JAUWKS010000061_16	DAOVPS010000148_5	DAOWEK010000083_9	DAOWED010000080_2	DAOVER010000006_30	DAOVHD010000005_3	WAKA01000208_5	JAYNJJ010000001_3	JAYPOQ010000006_57	JAYPQJ010000001_1412	JAEOTE010000066_4	JABCTZ010000027_16	PBWW01000025_21	DXJV01000087_15	DXJL01000113_31	JAHLWR010000025_12	JAIZWM010000006_95	JAAFKH010000165_4	JAAFKI010000150_26	SOJV01000051_5	CP084167_1874	CP084166_1770
7378	35	35	MEHH01000003_27	NJBF01000005_51	JAGLRO010000010_16	RDOD01000005_128	RDOB01000004_343	BPTN01000012_8	BPTO01000209_7	JAMOVR010000273_12	JALSYK010000259_2	JAHQWT010000050_28	JAUWJS010000004_54	JAUWEG010000001_16	JAUWPI010000013_33	JAUWKS010000067_7	DAOVPS010000001_32	DAOWEK010000023_73	DAOWED010000067_3	DAOVER010000053_11	DAOVHD010000010_4	WAKA01000204_59	JAYNJJ010000049_9	JAYPOQ010000006_14	JAYPQJ010000001_1369	JAEOTE010000101_15	JABCTZ010000037_7	PBWW01000061_8	DXJV01000084_16	DXJL01000066_67	JAHLWR010000032_19	JAIZWM010000001_102	JAAFKH010000385_9	JAAFKI010000014_24	SOJV01000134_2	CP084167_1689	CP084166_1585
7379	35	35	MEHH01000018_15	NJBF01000005_69	JAGLRO010000064_3	RDOD01000026_19	RDOB01000004_362	BPTN01000010_19	BPTO01000033_24	JAMOVR010000277_4	JALSYK010000083_2	JAHQWT010000050_142	JAUWJS010000001_35	JAUWEG010000005_1	JAUWPI010000113_10	JAUWKS010000013_12	DAOVPS010000116_6	DAOWEK010000020_48	DAOWED010000132_4	DAOVER010000014_50	DAOVHD010000001_19	WAKA01000004_2	JAYNJJ010000124_2	JAYPOQ010000004_42	JAYPQJ010000001_224	JAEOTE010000039_3	JABCTZ010000006_18	PBWW01000036_7	DXJV01000079_32	DXJL01000066_49	JAHLWR010000005_91	JAIZWM010000006_39	JAAFKH010000432_3	JAAFKI010000175_86	SOJV01000045_41	CP084167_1746	CP084166_1640
7380	35	35	MEHH01000066_6	NJBF01000009_16	JAGLRO010000109_8	RDOD01000008_91	RDOB01000004_162	BPTN01000005_29	BPTO01000059_10	JAMOVR010000273_8	JALSYK010000499_5	JAHQWT010000023_122	JAUWJS010000020_23	JAUWEG010000025_14	JAUWPI010000002_24	JAUWKS010000037_13	DAOVPS010000188_2	DAOWEK010000003_6	DAOWED010000155_13	DAOVER010000060_13	DAOVHD010000027_3	WAKA01000204_18	JAYNJJ010000026_1	JAYPOQ010000006_21	JAYPQJ010000001_1376	JAEOTE010000154_1	JABCTZ010000012_40	PBWW01000061_15	DXJV01000087_79	DXJL01000206_20	JAHLWR010000022_2	JAIZWM010000006_159	JAAFKH010000405_9	JAAFKI010000059_48	SOJV01000074_10	CP084167_1553	CP084166_1457
7381	35	24	MEHH01000015_2		JAGLRO010000004_13	RDOD01000011_47,RDOD01000065_1,RDOD01000039_9		BPTN01000068_3	BPTO01000003_34			JAHQWT010000036_50	JAUWJS010000041_4	JAUWEG010000035_18	JAUWPI010000043_5	JAUWKS010000005_7,JAUWKS010000084_2,JAUWKS010000016_54,JAUWKS010000085_1	DAOVPS010000041_4,DAOVPS010000012_22	DAOWEK010000066_91		DAOVER010000004_26	DAOVHD010000069_11					JAEOTE010000090_97	JABCTZ010000036_246,JABCTZ010000026_125,JABCTZ010000018_23,JABCTZ010000046_204		DXJV01000014_2,DXJV01000045_26		JAHLWR010000006_53	JAIZWM010000005_78,JAIZWM010000002_323	JAAFKH010000241_3	JAAFKI010000154_11	SOJV01000217_12	CP084167_2081	CP084166_1926
7382	35	35	MEHH01000003_21	NJBF01000001_17	JAGLRO010000010_10	RDOD01000016_25	RDOB01000001_49	BPTN01000012_14	BPTO01000091_4	JAMOVR010000273_2	JALSYK010000121_19	JAHQWT010000050_34	JAUWJS010000004_60	JAUWEG010000001_10	JAUWPI010000013_27	JAUWKS010000007_17	DAOVPS010000163_4	DAOWEK010000023_79	DAOWED010000067_8	DAOVER010000053_17	DAOVHD010000006_3	WAKA01000156_16	JAYNJJ010000109_5	JAYPOQ010000006_19	JAYPQJ010000001_1374	JAEOTE010000101_21	JABCTZ010000036_181	PBWW01000061_13	DXJV01000085_45	DXJL01000113_25	JAHLWR010000032_25	JAIZWM010000002_267	JAAFKH010000385_15	JAAFKI010000014_18	SOJV01000013_18	CP084167_1695	CP084166_1591
7383	35	34	MEHH01000013_21	NJBF01000038_18	JAGLRO010000038_19	RDOD01000005_17	RDOB01000004_193	BPTN01000029_14		JAMOVR010000318_16	JALSYK010000340_6	JAHQWT010000023_167	JAUWJS010000112_11	JAUWEG010000022_8	JAUWPI010000069_8	JAUWKS010000036_14	DAOVPS010000010_17	DAOWEK010000003_52	DAOWED010000171_6	DAOVER010000021_32	DAOVHD010000176_2,DAOVHD010000002_25	WAKA01000095_7	JAYNJJ010000037_2	JAYPOQ010000002_164	JAYPQJ010000001_907	JAEOTE010000070_6	JABCTZ010000032_47	PBWW01000049_17	DXJV01000075_11	DXJL01000090_15	JAHLWR010000001_243	JAIZWM010000003_47	JAAFKH010000078_15	JAAFKI010000182_13	SOJV01000002_5	CP084167_1513	CP084166_1418
7384	35	33	MEHH01000009_12	NJBF01000001_163		RDOD01000001_49	RDOB01000001_178	BPTN01000010_8	BPTO01000005_34	JAMOVR010000253_1	JALSYK010000043_7	JAHQWT010000050_129	JAUWJS010000001_45	JAUWEG010000005_11	JAUWPI010000014_15	JAUWKS010000002_34	DAOVPS010000005_27	DAOWEK010000020_58	DAOWED010000056_5	DAOVER010000014_59	DAOVHD010000001_29	WAKA01000157_7	JAYNJJ010000252_2	JAYPOQ010000036_3	JAYPQJ010000002_8,JAYPQJ010000001_16	JAEOTE010000037_7	JABCTZ010000019_100		DXJV01000036_3	DXJL01000174_24	JAHLWR010000005_80	JAIZWM010000001_647	JAAFKH010000182_3	JAAFKI010000175_76	SOJV01000147_7	CP084167_1767	CP084166_1663,CP084166_1666
7385	35	34	MEHH01000007_3	NJBF01000005_56		RDOD01000002_34	RDOB01000004_349	BPTN01000004_37	BPTO01000033_9	JAMOVR010000161_6	JALSYK010000181_5	JAHQWT010000050_158	JAUWJS010000001_19	JAUWEG010000010_8	JAUWPI010000099_8	JAUWKS010000028_8	DAOVPS010000033_7	DAOWEK010000020_33	DAOWED010000165_1,DAOWED010000109_5	DAOVER010000014_32	DAOVHD010000001_4	WAKA01000148_21	JAYNJJ010000095_3	JAYPOQ010000013_18	JAYPQJ010000001_107	JAEOTE010000039_18	JABCTZ010000032_258	PBWW01000048_5	DXJV01000095_53	DXJL01000066_62	JAHLWR010000005_106	JAIZWM010000003_254	JAAFKH010000413_8	JAAFKI010000175_101	SOJV01000196_13	CP084167_1743	CP084166_1635
7386	35	35	MEHH01000008_17	NJBF01000005_32	JAGLRO010000170_11	RDOD01000008_53	RDOB01000004_323	BPTN01000050_8	BPTO01000179_9	JAMOVR010000059_3	JALSYK010000304_11	JAHQWT010000023_7	JAUWJS010000004_20	JAUWEG010000001_48	JAUWPI010000136_1	JAUWKS010000039_26	DAOVPS010000029_18	DAOWEK010000023_39	DAOWED010000042_19	DAOVER010000005_85	DAOVHD010000029_18	WAKA01000134_3	JAYNJJ010000048_7	JAYPOQ010000004_3	JAYPQJ010000001_181	JAEOTE010000038_6	JABCTZ010000012_77	PBWW01000022_15	DXJV01000087_39	DXJL01000058_19	JAHLWR010000037_17	JAIZWM010000006_119	JAAFKH010000290_3	JAAFKI010000014_57	SOJV01000172_3	CP084167_1656	CP084166_1550
7387	35	35	MEHH01000008_16	NJBF01000005_31	JAGLRO010000170_12	RDOD01000008_52	RDOB01000004_322	BPTN01000050_7	BPTO01000179_8	JAMOVR010000059_4	JALSYK010000304_10	JAHQWT010000023_8	JAUWJS010000004_19	JAUWEG010000001_49	JAUWPI010000136_2	JAUWKS010000039_27	DAOVPS010000029_17	DAOWEK010000023_38	DAOWED010000042_18	DAOVER010000005_84	DAOVHD010000029_17	WAKA01000134_4	JAYNJJ010000048_6	JAYPOQ010000004_2	JAYPQJ010000001_180	JAEOTE010000038_5	JABCTZ010000012_78	PBWW01000022_14	DXJV01000087_38	DXJL01000058_18	JAHLWR010000037_16	JAIZWM010000006_118	JAAFKH010000290_4	JAAFKI010000014_58	SOJV01000172_2	CP084167_1655	CP084166_1549
7388	35	35	MEHH01000088_9	NJBF01000005_104	JAGLRO010000124_8	RDOD01000001_12	RDOB01000004_290	BPTN01000035_7	BPTO01000001_55	JAMOVR010000210_29	JALSYK010000014_2	JAHQWT010000050_244	JAUWJS010000156_3	JAUWEG010000015_19	JAUWPI010000029_7	JAUWKS010000046_2	DAOVPS010000171_3	DAOWEK010000036_8	DAOWED010000080_1	DAOVER010000006_46	DAOVHD010000022_10	WAKA01000192_8	JAYNJJ010000001_7	JAYPOQ010000006_53	JAYPQJ010000001_1408	JAEOTE010000173_7	JABCTZ010000017_48	PBWW01000025_17	DXJV01000076_28	DXJL01000066_13	JAHLWR010000025_1	JAIZWM010000001_687	JAAFKH010000165_21	JAAFKI010000150_14	SOJV01000135_1	CP084167_1872	CP084166_1772
